stock,endDate,totalRevenue,costOfRevenue,grossProfit,totalOperatingExpenses,sellingGeneralAdministrative,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome
AGCO,2019-12-31,9041400000,7057100000,1984300000,8518100000,1050800000.0,523300000,523300000,303600000.0,180800000,125200000
AGCO,2018-12-31,9352000000,7355300000,1996700000,8854500000,1073100000.0,497500000,497500000,394600000.0,110900000,285500000
AGCO,2017-12-31,8306500000,6541200000,1765300000,7892100000,965900000.0,414400000,414400000,322900000.0,133600000,186400000
AGCO,2016-12-31,7410500000,5895000000,1515500000,7110300000,863300000.0,300200000,300200000,252400000.0,92200000,160100000
ADXS,2019-10-31,20884000,0,20884000,36809000,11075000.0,-15925000,-15925000,-16562000.0,50000,-16612000
ADXS,2018-10-31,6063000,0,6063000,75395000,18425000.0,-69332000,-69332000,-66465000.0,50000,-66515000
ADXS,2017-10-31,12031000,0,12031000,108562000,38054000.0,-96531000,-96531000,-97838000.0,-4403000,-93435000
ADXS,2016-10-31,3994856,0,3994856,80487094,31712505.0,-76492238,-76492238,-76091855.0,-2535625,-73556230
EQT,2019-12-31,3715349000,1822036000,1893313000,3068892000,253006000.0,646457000,646457000,-1597471000.0,-375776000,-1221695000
EQT,2018-12-31,4635815000,1792132000,2843683000,3872113000,284220000.0,763702000,763702000,-3077431000.0,-696511000,-2244568000
EQT,2017-12-31,2700999000,1346132000,1354867000,2159047000,208986000.0,541952000,541952000,198613000.0,-1188416000,1508529000
EQT,2016-12-31,1636045000,1054361000,581684000,2383412000,218946000.0,-747367000,-747367000,-894262000.0,-362769000,-452983000
JKHY,2019-06-30,1552691000,923030000,629661000,1205347000,185939000.0,347344000,347344000,347235000.0,75350000,271885000
JKHY,2018-06-30,1470797000,853138000,617659000,1114849000,171371000.0,355948000,355948000,356158000.0,-8876000,365034000
JKHY,2017-06-30,1388290000,805855000,582435000,1049843000,159235000.0,338447000,338447000,340969000.0,111408000,229561000
JKHY,2016-06-30,1354646000,773651000,580995000,1012423000,157538000.0,342223000,342223000,360536000.0,111669000,248867000
IRTC,2019-12-31,214552000,52485000,162067000,269307000,179523000.0,-54755000,-54755000,-54503000.0,65000,-54568000
IRTC,2018-12-31,147277000,38795000,108482000,192968000,133313000.0,-45691000,-45691000,-50334000.0,44000,-50378000
IRTC,2017-12-31,99129000,28203000,70926000,126720000,85252000.0,-27591000,-27591000,-29740000.0,0,-29740000
IRTC,2016-12-31,64072000,20883000,43189000,79654000,51621000.0,-15582000,-15582000,-20903000.0,0,-20903000
CRF,2019-12-31,8783760,0,8783760,4819100,4819100.0,3964660,3964660,104659977.0,0,104659977
CRF,2018-12-31,7233587,0,7233587,4180404,4180404.0,3053183,3053183,-33773233.0,0,-33773233
CRF,2017-12-31,4664732,0,4664732,2575163,2575163.0,2089569,2089569,44342261.0,0,44342261
CRF,2016-12-31,2895251,0,2895251,1560596,1560596.0,1334655,1334655,10035775.0,0,10035775
LHX,2020-01-03,18526000000,13168000000,5358000000,15852000000,2684000000.0,2674000000,2674000000,1816000000.0,146000000,1644000000
LHX,2019-06-28,6801000000,4467000000,2334000000,5458000000,991000000.0,1343000000,1343000000,1113000000.0,160000000,949000000
LHX,2018-06-29,6168000000,4066000000,2102000000,5012000000,946000000.0,1156000000,1156000000,908000000.0,206000000,699000000
LHX,2017-06-30,5897000000,3854000000,2043000000,4782000000,928000000.0,1115000000,1115000000,889000000.0,261000000,543000000
MNRL,2019-12-31,101515000,4985000,96530000,57888000,21963000.0,43627000,43627000,24318000.0,2679000,21639000
MNRL,2018-12-31,67264000,3944000,63320000,24497000,6638000.0,42767000,42767000,33142000.0,327000,32815000
MNRL,2017-12-31,40908000,1754000,39154000,12644000,3935000.0,28264000,28264000,116620000.0,1008000,115612000
TAYD,2019-05-31,33619031,24571255,9047776,30617239,6045984.0,3001792,3001792,3059525.0,515000,2544525
TAYD,2018-05-31,24363967,18439760,5924207,23716334,5276574.0,647633,647633,676370.0,233000,443370
TAYD,2017-05-31,25536996,17551163,7985833,22616264,5065101.0,2920732,2920732,2987577.0,657000,2330577
TAYD,2016-05-31,35680449,23243451,12436998,29932042,6688591.0,5748407,5748407,5766225.0,1558000,4208225
OMP,2019-12-31,410191000,106848000,303343000,177419000,34213000.0,232772000,232772000,215231000.0,0,119648000
OMP,2018-12-31,273770000,71118000,202652000,123424000,23897000.0,150346000,150346000,147752000.0,0,51286000
OMP,2017-12-31,182216000,45526000,136690000,79853000,18597000.0,102363000,102363000,95405000.0,22858000,49215000
OMP,2016-12-31,120852000,29275000,91577000,49912000,12112000.0,70940000,70940000,64985000.0,24857000,40128000
HARP,2019-12-31,5777000,41592000,-35815000,63983000,22391000.0,-58206000,-58206000,-55572000.0,0,-55572000
HARP,2018-12-31,4750000,26368000,-21618000,32474000,6106000.0,-27724000,-27724000,-27366000.0,0,-27366000
HARP,2017-12-31,708000,13622000,-12914000,17236000,3614000.0,-16528000,-16528000,-16830000.0,0,-16830000
BOXL,2019-12-31,33030357,24088639,8941718,41089306,15771187.0,-8058949,-8058949,-9402078.0,0,-9402078
BOXL,2018-12-31,37841277,29188108,8653169,44837840,14978079.0,-6996563,-6996563,-7177883.0,0,-7177883
BOXL,2017-12-31,25743612,19329831,6413781,32985650,13189879.0,-7242038,-7242038,-6539566.0,0,-6539566
BOXL,2016-12-31,20371826,12959749,7412077,21658080,7689898.0,-1286254,-1286254,-2061983.0,0,-2061983
NDRA,2018-12-31,6174,0,6174,8737641,4015176.0,-8731467,-8731467,-9796261.0,0,-9796261
NDRA,2017-12-31,351622,172782,178840,4977680,2873823.0,-4626058,-4626058,-5376962.0,0,-5376962
NDRA,2016-12-31,515582,235878,279704,2307340,1576085.0,-1791758,-1791758,-2775368.0,0,-2775368
EZPW,2019-09-30,847229000,352781000,494448000,795821000,414243000.0,51408000,51408000,4174000.0,2406000,2541000
EZPW,2018-09-30,812156000,330605000,481551000,744069000,388480000.0,68087000,68087000,55539000.0,18389000,37282000
EZPW,2017-09-30,747951000,312444000,435507000,694553000,358448000.0,53398000,53398000,42678000.0,11093000,31410000
EZPW,2016-09-30,730505000,302275000,428230000,697505000,368688000.0,33000000,33000000,363000.0,9361000,-80744000
AVNS,2019-12-31,697600000,295400000,402200000,738200000,401500000.0,-40600000,-40600000,-64000000.0,-18100000,-45900000
AVNS,2018-12-31,652300000,261400000,390900000,645400000,334000000.0,6900000,6900000,-18100000.0,-9600000,57500000
AVNS,2017-12-31,611600000,274700000,336900000,654700000,321700000.0,-43100000,-43100000,-72200000.0,-40100000,79300000
AVNS,2016-12-31,566200000,269000000,297200000,673300000,346200000.0,-107100000,-107100000,-139200000.0,-55900000,39800000
NVS,2019-12-31,48677000000,13996000000,34681000000,37326000000,14319000000.0,11351000000,11351000000,8940000000.0,1793000000,11732000000
NVS,2018-12-31,46099000000,13555000000,32544000000,36063000000,13690000000.0,10036000000,10036000000,14095000000.0,1295000000,12611000000
NVS,2017-12-31,43404000000,13416000000,29988000000,34460000000,12468000000.0,8944000000,8944000000,9102000000.0,1603000000,7703000000
NVS,2016-12-31,49386000000,17338000000,32048000000,40299000000,14111000000.0,9087000000,9087000000,7817000000.0,1119000000,6712000000
CHRS,2019-12-31,356071000,111156000,244915000,248193000,137037000.0,107878000,107878000,92775000.0,2942000,89833000
CHRS,2017-12-31,1556000,160531000,-158975000,229534000,69003000.0,-227978000,-227978000,-238286000.0,0,-238170000
CHRS,2016-12-31,190106000,254440000,-64334000,306037000,51597000.0,-115931000,-115931000,-127788000.0,0,-127337000
BBSI,2019-12-31,942311000,304345000,637966000,891823000,153879000.0,50488000,50488000,61138000.0,12846000,48292000
BBSI,2018-12-31,940698000,347022000,593676000,903709000,145465000.0,36989000,36989000,44769000.0,6707000,38062000
BBSI,2017-12-31,920432000,357214000,563218000,890491000,123138000.0,29941000,29941000,34378000.0,9208000,25170000
BBSI,2016-12-31,840586000,337183000,503403000,811645000,113342000.0,28941000,28941000,25586000.0,6787000,18799000
COLL,2019-12-31,296701000,193660000,103041000,320449000,116449000.0,-23748000,-23748000,-22722000.0,0,-22722000
COLL,2018-12-31,280413000,165677000,114736000,301098000,126760000.0,-20685000,-20685000,-39128000.0,0,-39128000
COLL,2017-12-31,28476000,2595000,25881000,102078000,90911000.0,-73602000,-73602000,-74865000.0,0,-74865000
COLL,2016-12-31,1711000,213000,1498000,95793000,80632000.0,-94082000,-94082000,-94176000.0,0,-94176000
PRPH,2019-12-31,9876000,7261000,2615000,13115000,5522000.0,-3239000,-3239000,-3106000.0,0,-3146000
PRPH,2018-12-31,13126000,8345000,4781000,14760000,6017000.0,-1634000,-1634000,-1467000.0,103000,-1740000
PRPH,2017-12-31,9867000,7919000,1948000,13857000,5507000.0,-3990000,-3990000,-3663000.0,-1421000,40589000
PRPH,2016-12-31,4206000,3209000,997000,8000000,4433000.0,-3794000,-3794000,-4006000.0,0,-2868000
TTMI,2019-12-30,2689308000,2287625000,401683000,2555806000,219707000.0,133502000,133502000,46184000.0,4883000,41301000
TTMI,2018-12-31,2847261000,2385327000,461934000,2664479000,219471000.0,182782000,182782000,89768000.0,-83816000,173584000
TTMI,2018-01-01,2658592000,2229011000,429581000,2444642000,191997000.0,213950000,213950000,139958000.0,15231000,124214000
TTMI,2017-01-02,2533359000,2109744000,423615000,2347609000,213613000.0,185750000,185750000,67002000.0,31427000,34861000
USFD,2019-12-28,25939000000,21352000000,4587000000,25180000000,3752000000.0,759000000,759000000,511000000.0,126000000,385000000
USFD,2018-12-29,24175000000,19869000000,4306000000,23474000000,3605000000.0,701000000,701000000,496000000.0,89000000,407000000
USFD,2017-12-30,24147000000,19929000000,4218000000,23574000000,3645000000.0,573000000,573000000,404000000.0,-40000000,444000000
USFD,2016-12-31,22919000000,18866000000,4053000000,22452000000,3586000000.0,467000000,467000000,131000000.0,-79000000,210000000
EMCF,2019-12-31,31738000,0,31738000,21673000,16303000.0,10065000,0,9616000.0,1662000,7954000
EMCF,2018-12-31,28504000,0,28504000,19269000,14746000.0,9235000,0,4844000.0,633000,4211000
EMCF,2017-12-31,24710000,0,24710000,17827000,13361000.0,6883000,0,6391000.0,2114000,4277000
EMCF,2016-12-31,22671000,0,22671000,16323000,12646000.0,6348000,0,5234000.0,1248000,3986000
SMG,2019-09-30,3156000000,2130500000,1025500000,2730400000,601300000.0,425600000,425600000,581600000.0,144900000,460700000
SMG,2018-09-30,2663400000,1778300000,885100000,2311400000,540100000.0,352000000,352000000,115700000.0,-11900000,63700000
SMG,2017-09-30,2642100000,1669500000,972600000,2216300000,550900000.0,425800000,425800000,314900000.0,116600000,218300000
SMG,2016-09-30,2506200000,1600000000,906200000,2108600000,468400000.0,397600000,397600000,383700000.0,137600000,315300000
UAMY,2019-12-31,8268005,9084256,-816251,12013112,1429773.0,-3745107,-3745107,-3672891.0,0,-3672891
UAMY,2018-12-31,9034403,9032860,1543,10687367,1535431.0,-1652964,-1652964,540893.0,-332332,873225
UAMY,2017-12-31,10229978,9954518,275460,11189677,1235159.0,-959699,-959699,-1134394.0,0,-1134394
UAMY,2016-12-31,11890135,11353484,536651,12826986,1473502.0,-936851,-936851,-1011062.0,298138,-1309200
REGN,2019-12-31,7863400000,3818800000,4044600000,5618400000,1799600000.0,2245000000,2245000000,2429100000.0,313300000,2115800000
REGN,2018-12-31,6710800000,2620200000,4090600000,4176400000,1556200000.0,2534400000,2534400000,2553500000.0,109100000,2444400000
REGN,2017-12-31,5872200000,2472200000,3400000000,3792600000,1320400000.0,2079600000,2079600000,2078500000.0,880000000,1198500000
REGN,2016-12-31,4860400000,2352000000,2508400000,3529700000,1177700000.0,1330700000,1330700000,1329800000.0,434300000,895500000
MOTS,2019-12-31,107000,136000,-29000,23508000,14359000.0,-23401000,-23401000,-23086000.0,0,-23086000
MOTS,2018-12-31,36000,54000,-18000,18961000,12859000.0,-18925000,-18925000,-22257000.0,0,-22257000
MLI,2019-12-28,2430616000,2035610000,395006000,2236571000,158268000.0,194045000,194045000,141489000.0,35257000,100972000
MLI,2018-12-29,2507878000,2148200000,359678000,2333729000,145974000.0,174149000,174149000,137772000.0,30952000,104459000
MLI,2017-12-30,2266073000,1940617000,325456000,2114141000,139580000.0,151932000,151932000,124895000.0,37884000,85598000
MLI,2016-12-31,2055622000,1723499000,332123000,1896130000,137498000.0,159492000,159492000,147891000.0,48137000,99727000
OSG,2019-12-31,355547000,245391000,110156000,325615000,23425000.0,29932000,29932000,9211000.0,536000,8675000
OSG,2018-12-31,366163000,265762000,100401000,342622000,26348000.0,23541000,23541000,-4225000.0,-17714000,13489000
OSG,2017-12-31,390426000,257125000,133301000,343134000,27336000.0,47292000,47292000,-1649000.0,-57627000,55978000
OSG,2016-12-31,462420000,249161000,213259000,380074000,41350000.0,82346000,82346000,-66157000.0,-65098000,-293614000
BATL,2019-12-31,224685000,119468000,105217000,323061000,41661000.0,-98376000,-98376000,-1262304000.0,-95791000,-1166513000
BATL,2018-12-31,226609000,106526000,120083000,153484000,62056000.0,73125000,73125000,141750000.0,95791000,45959000
BATL,2017-12-31,377965000,155022000,222943000,374289000,110351000.0,3676000,3676000,530686000.0,-5000000,535686000
BATL,2016-12-31,420205000,186204000,234001000,524432000,125036000.0,-104227000,-104227000,-471157000.0,-3922000,-467235000
SEB,2019-12-31,6840000000,6400000000,440000000,6745000000,340000000.0,95000000,95000000,284000000.0,1000000,283000000
SEB,2018-12-31,6583000000,6060000000,523000000,6378000000,311000000.0,205000000,205000000,-16000000.0,1000000,-17000000
SEB,2017-12-31,5809000000,5260000000,549000000,5577000000,305000000.0,232000000,232000000,427000000.0,181000000,247000000
SEB,2016-12-31,5379000000,4882000000,497000000,5141000000,263000000.0,238000000,238000000,384000000.0,70000000,312000000
VMO,2020-02-29,61595146,0,61595146,8731056,8731056.0,52864090,52864090,111434598.0,0,111434598
VMO,2019-02-28,64386613,0,64386613,8991747,8801851.0,55394866,55394866,25583640.0,0,25583640
VMO,2018-02-28,69192401,0,69192401,9308968,9142121.0,59883433,59883433,32097274.0,0,32097274
VMO,2017-02-28,70554333,0,70554333,9154095,9029069.0,61400238,61400238,5030534.0,0,5030534
MGY,2019-12-31,936142000,128712000,807430000,808202000,69432000.0,127940000,127940000,99765000.0,14760000,50196000
MGY,2018-12-31,1039723200,108475200,931248000,707167200,69122400.0,332556000,332556000,225367200.0,27492000,93828000
STOR,2019-12-31,659241000,10793000,648448000,278613000,52318000.0,380628000,380628000,285682000.0,707000,284975000
STOR,2018-12-31,540756000,6858000,533898000,234409000,45725000.0,306347000,306347000,217612000.0,642000,216970000
STOR,2017-12-31,452847000,6273000,446574000,197542000,40990000.0,255305000,255305000,162496000.0,458000,162038000
STOR,2016-12-31,376343000,4067000,372276000,157657000,33972000.0,218686000,218686000,123759000.0,434000,123325000
CBAN,2019-12-31,61503000,0,61503000,45561000,31068000.0,15942000,0,12609000.0,2398000,10211000
CBAN,2018-12-31,50217000,0,50217000,35028000,24303000.0,15189000,0,14917000.0,3000000,11917000
CBAN,2017-12-31,48388259,0,48388259,33109486,26993912.0,15278773,0,14528431.0,6777453,7750978
CBAN,2016-12-31,46517183,0,46517183,32245468,26328275.0,14271715,0,12524543.0,3851333,8673210
PAG,2019-12-31,23179400000,19723900000,3455500000,22526700000,2693200000.0,652700000,652700000,591500000.0,156700000,435800000
PAG,2018-12-31,22785100000,19370200000,3414900000,22120200000,2646300000.0,664900000,664900000,604100000.0,134300000,471000000
PAG,2017-12-31,21386900000,18164400000,3222500000,20775500000,2516000000.0,611400000,611400000,548200000.0,-64800000,613300000
PAG,2016-12-31,20118500000,17151900000,2966600000,19543600000,2302000000.0,574900000,574900000,508100000.0,160700000,342900000
MAN,2019-12-31,20863500000,17488400000,3375100000,20141400000,2631200000.0,722100000,722100000,685500000.0,219800000,465700000
MAN,2018-12-31,21991200000,18412200000,3579000000,21155200000,2720000000.0,836000000,836000000,754700000.0,198000000,556700000
MAN,2017-12-31,21034300000,17549700000,3484600000,20210600000,2642800000.0,823700000,823700000,737300000.0,191900000,545400000
MAN,2016-12-31,19654100000,16320300000,3333800000,18903300000,2562600000.0,750800000,750800000,701300000.0,257600000,443700000
WBA,2019-08-31,136866000000,106790000000,30076000000,132048000000,25258000000.0,4818000000,4818000000,4550000000.0,588000000,3982000000
WBA,2018-08-31,131537000000,100745000000,30792000000,125383000000,24638000000.0,6154000000,6154000000,6029000000.0,998000000,5024000000
WBA,2017-08-31,118214000000,89052000000,29162000000,112670000000,23618000000.0,5544000000,5544000000,4861000000.0,760000000,4078000000
WBA,2016-08-31,117351000000,87477000000,29874000000,110902000000,23425000000.0,6449000000,6449000000,5188000000.0,997000000,4173000000
TRMK,2019-12-31,602795000,0,602795000,418652000,297599000.0,184143000,0,173793000.0,23333000,150460000
TRMK,2018-12-31,587268000,0,587268000,403811000,289566000.0,183457000,0,171853000.0,22269000,149584000
TRMK,2017-12-31,584514000,0,584514000,394305000,279485000.0,190209000,0,154345000.0,48715000,105630000
TRMK,2016-12-31,546762000,0,546762000,383606000,268857000.0,163156000,0,139464000.0,31053000,108411000
SSNT,2019-12-31,38502482,23824028,14678454,40172683,15628620.0,-1670201,-1670201,-1922870.0,-455006,6794226
SSNT,2018-12-31,36103818,22248968,13854850,37264921,14366526.0,-1161103,-1161103,-1202785.0,-281212,262432
SSNT,2017-12-31,34852028,20986588,13865440,33912770,12204197.0,939258,939258,907562.0,1394031,-486469
SSNT,2016-12-31,34121970,21394728,12727242,32854627,10732444.0,1267343,1267343,1212665.0,-2223734,3436399
FLWS,2019-06-30,1248623000,722502000,526121000,1202815000,406590000.0,45808000,45808000,42983000.0,8217000,34766000
FLWS,2018-07-01,1151921000,662896000,489025000,1110073000,375450000.0,41848000,41848000,38022000.0,-2769000,40791000
FLWS,2017-07-02,1193625000,673344000,520281000,1146266000,400643000.0,47359000,47359000,56009000.0,11968000,44041000
FLWS,2016-07-03,1173024000,655566000,517458000,1129842000,402658000.0,43182000,43182000,51447000.0,15579000,36875000
BRKS,2019-09-30,780848000,464119000,316729000,725747000,205260000.0,55101000,55101000,9443000.0,-111000,437416000
BRKS,2018-09-30,631560000,383583000,247977000,590641000,160122000.0,40919000,40919000,20466000.0,-47251000,116575000
BRKS,2017-09-30,527499000,328089000,199410000,508813000,140849000.0,18686000,18686000,14067000.0,3380000,62612000
BRKS,2016-09-30,434012000,276723000,157289000,437056000,116092000.0,-3044000,-3044000,-19207000.0,66250000,-69476000
GNSS,2019-09-30,36979055,18522548,18456507,33842690,10792401.0,3136365,3136365,3357192.0,572200,2784992
GNSS,2018-09-30,26306790,13567076,12739714,27783255,10692681.0,-1476465,-1476465,-1369442.0,2375600,-3745042
GNSS,2017-09-30,20314178,10035577,10278601,21121918,8586288.0,-807740,-807740,-679154.0,197600,-876754
GNSS,2016-09-30,16361005,8689484,7671521,16816078,5738609.0,-455073,-455073,-1467759.0,-186160,-1281599
PROV,2019-06-30,51156000,0,51156000,41851000,37710000.0,9305000,0,5920000.0,1503000,4417000
PROV,2018-06-30,58731000,0,58731000,49055000,44482000.0,9676000,0,5527000.0,3396000,2131000
PROV,2017-06-30,67601000,0,67601000,56812000,51648000.0,10789000,0,8816000.0,3609000,5207000
PROV,2016-06-30,71105000,0,71105000,57241000,52178000.0,13864000,0,12846000.0,5372000,7474000
VIR,2019-12-31,8091000,143072000,-134981000,180670000,37598000.0,-172579000,-172579000,-174529000.0,154000,-174683000
VIR,2018-12-31,10668000,100229000,-89561000,128460000,28231000.0,-117792000,-117792000,-116364000.0,-480000,-115884000
VIR,2017-12-31,2708000,62512000,-59804000,84205000,21693000.0,-81497000,-81497000,-80776000.0,-10924000,-69852000
WMGI,2019-12-29,920900000,187584000,733316000,896859000,603269000.0,24041000,24041000,-79166000.0,12968000,-114225000
WMGI,2018-12-30,836190000,179801000,656389000,836034000,570361000.0,156000,156000,-169840000.0,-536000,-169505000
WMGI,2017-12-31,744989000,160947000,584042000,755680000,516222000.0,-10691000,-10691000,-99905000.0,-34968000,-202598000
WMGI,2016-12-25,690362000,154718000,535644000,743731000,509658000.0,-53369000,-53369000,-178340000.0,-13406000,-432373000
ORGS,2019-12-31,33256000,18232000,15024000,57860000,25337000.0,-24604000,-24604000,-25478000.0,563000,-24121000
ORGS,2018-12-31,22224000,14652000,7572000,57780000,23808000.0,-35556000,-35556000,-35880000.0,-996000,-32928000
ORGS,2018-11-30,18655000,10824000,7831000,32574000,16303000.0,-13919000,-13919000,-17767000.0,1337000,-18291000
ORGS,2017-11-30,10089000,6807000,3282000,20105000,9189000.0,-10016000,-10016000,-13677000.0,-1310000,-12367000
TXG,2019-12-31,245893000,31833000,214060000,245764000,130834000.0,129000,129000,-31033000.0,218000,-31251000
TXG,2018-12-31,146313000,21261000,125052000,156734000,87936000.0,-10421000,-10421000,-112398000.0,87000,-112485000
TXG,2017-12-31,71085000,10560000,60525000,89460000,46736000.0,-18375000,-18375000,-18741000.0,21000,-18762000
FUL,2019-11-30,2897000000,2087996000,809004000,2642832000,518212000.0,254168000,254168000,180252000.0,49408000,130817000
FUL,2018-12-01,3041002000,2207145000,833857000,2776232000,533553000.0,264770000,264770000,164876000.0,-6356000,171208000
FUL,2017-12-02,2306043000,1707051000,598992000,2169105000,431982000.0,136938000,136938000,69276000.0,9810000,59418000
FUL,2016-12-03,2094605000,1488255000,606350000,1901925000,385056000.0,192680000,192680000,170837000.0,48920000,121663000
ACTG,2019-12-31,11246000,15094000,-3848000,34664000,16376000.0,-23418000,-23418000,-18953000.0,-1824000,-17115000
ACTG,2018-12-31,131506000,82137000,49369000,119678000,18728000.0,11828000,11828000,-103669000.0,1179000,-105029000
ACTG,2017-12-31,65402000,41053000,24349000,90426000,27219000.0,-25024000,-25024000,24639000.0,2955000,22180000
ACTG,2016-12-31,152699000,77062000,75637000,147268000,35998000.0,5431000,5431000,-36611000.0,18188000,-54067000
RL,2020-03-28,6159800000,2347000000,3812800000,5557700000,3081400000.0,602100000,602100000,326400000.0,-57900000,384300000
RL,2019-03-30,6313000000,2419800000,3893200000,5606300000,3144400000.0,706700000,706700000,582500000.0,151600000,430900000
RL,2018-03-31,6182300000,2423000000,3759300000,5518500000,3061300000.0,663800000,663800000,489200000.0,326400000,162800000
RL,2017-04-01,6652800000,2803800000,3849000000,5974800000,2857300000.0,678000000,678000000,-104900000.0,-5600000,-99300000
NXPI,2019-12-31,8877000000,4248000000,4629000000,8225000000,920000000.0,652000000,652000000,292000000.0,20000000,243000000
NXPI,2018-12-31,9407000000,4556000000,4851000000,8701000000,996000000.0,706000000,706000000,2434000000.0,176000000,2208000000
NXPI,2017-12-31,9256000000,4634000000,4622000000,8729000000,1064000000.0,527000000,527000000,1789000000.0,-483000000,2215000000
NXPI,2016-12-31,9498000000,4963000000,4535000000,9052000000,1132000000.0,446000000,446000000,-592000000.0,-851000000,200000000
ANH,2018-12-31,6961000,0,6961000,13503000,11978000.0,-6542000,0,-6488000.0,0,-6488000
ANH,2017-12-31,67677000,0,67677000,13305000,11933000.0,54372000,0,54372000.0,0,54372000
ANH,2016-12-31,36712000,0,36712000,14219000,12875000.0,22493000,0,22493000.0,0,22493000
AY,2019-12-31,1046084000,0,1046084000,604777000,32246000.0,441307000,441307000,105558000.0,30950000,62135000
AY,2018-12-31,1078003000,0,1078003000,645748000,15130000.0,432255000,432255000,97928000.0,42659000,41596000
AY,2017-12-31,1029518000,0,1029518000,631258000,18854000.0,398260000,398260000,14950000.0,119837000,-111804000
AY,2016-12-31,978250000,26919000,951331000,614598000,14736000.0,363652000,363652000,3333000.0,1666000,-4855000
GHC,2019-12-31,2932099000,2023205000,908894000,2609003000,473302000.0,323096000,323096000,426479000.0,98600000,327855000
GHC,2018-12-31,2695966000,1687432000,1008534000,2321155000,529587000.0,374811000,374811000,323508000.0,52100000,271206000
GHC,2017-12-31,2591846000,1454343000,1137503000,2373130000,815091000.0,218716000,218716000,182789000.0,-119700000,302044000
GHC,2016-12-31,2481890000,1270030000,1211860000,2176753000,815432000.0,305137000,305137000,250658000.0,81200000,168590000
CROX,2019-12-31,1230593000,613537000,617056000,1099176000,454735000.0,131417000,131417000,119322000.0,-175000,119497000
CROX,2018-12-31,1088205000,528051000,560154000,992767000,426677000.0,95438000,95438000,65157000.0,14720000,50437000
CROX,2017-12-31,1023513000,506292000,517221000,1001693000,455699000.0,21820000,21820000,18180000.0,7942000,10238000
CROX,2016-12-31,1036273000,536109000,500164000,1038783000,463613000.0,-2510000,-2510000,-7213000.0,9281000,-16494000
AAXN,2019-12-31,530860000,223574000,307286000,535254000,210959000.0,-4394000,-4394000,2070000.0,1188000,882000
AAXN,2018-12-31,420068000,161485000,258583000,393227000,154886000.0,26841000,26841000,28104000.0,-1101000,29205000
AAXN,2017-12-31,343798000,136710000,207088000,329775000,138692000.0,14023000,14023000,15761000.0,10554000,5207000
AAXN,2016-12-31,268245000,97709000,170536000,236394000,108076000.0,31851000,31851000,31497000.0,14200000,17297000
SNA,2019-12-28,4067700000,1978100000,2089600000,3106900000,1128800000.0,960800000,960800000,923000000.0,211800000,693500000
SNA,2018-12-29,4070400000,1970500000,2099900000,3115100000,1144600000.0,955300000,955300000,910600000.0,214400000,679900000
SNA,2017-12-30,4000300000,1957200000,2043100000,3119100000,1161900000.0,881200000,881200000,823100000.0,250900000,557700000
SNA,2016-12-31,3711800000,1802100000,1909700000,2856900000,1054800000.0,854900000,854900000,803900000.0,244300000,546400000
ETM,2019-12-31,1489929000,1086617000,403312000,1216358000,84304000.0,273571000,273571000,-383006000.0,37206000,-420212000
ETM,2018-12-31,1462567000,1099278000,363289000,1212140000,69492000.0,250427000,250427000,-366740000.0,-4153000,-361435000
ETM,2017-12-31,592884000,443512000,149372000,507047000,47859000.0,85837000,85837000,-24072000.0,-257085000,233849000
ETM,2016-12-31,464771000,323270000,141501000,366808000,33328000.0,97963000,97963000,52859000.0,14794000,38065000
SSB,2019-12-31,635063000,0,635063000,369689000,338196000.0,265374000,0,230425000.0,43942000,186483000
SSB,2018-12-31,645182000,0,645182000,364935000,335560000.0,280247000,0,224255000.0,45384000,178871000
SSB,2017-12-31,537125000,0,537125000,302819000,276919000.0,234306000,0,168805000.0,81251000,87554000
SSB,2016-12-31,441531000,0,441531000,259328000,235400000.0,182203000,0,154042000.0,52760000,101282000
EXEL,2019-12-31,967775000,31797000,935978000,597005000,228244000.0,370770000,370770000,398109000.0,77097000,321012000
EXEL,2018-12-31,853826000,25248000,828578000,413871000,206366000.0,439955000,439955000,452092000.0,-237978000,690070000
EXEL,2017-12-31,452477000,13866000,438611000,285367000,159330000.0,167110000,167110000,158577000.0,4350000,154227000
EXEL,2016-12-31,191454000,6052000,185402000,218164000,116145000.0,-26710000,-26710000,-70222000.0,0,-70222000
REV,2019-12-31,2419600000,1047300000,1372300000,2356400000,1268800000.0,63200000,63200000,-165000000.0,200000,-157700000
REV,2018-12-31,2564500000,1117000000,1447500000,2576900000,1417500000.0,-12400000,-12400000,-291900000.0,2200000,-294200000
REV,2017-12-31,2693700000,1135100000,1558600000,2601700000,1430900000.0,92000000,92000000,-163500000.0,21800000,-183200000
REV,2016-12-31,2334000000,895700000,1438300000,2056700000,1121700000.0,277300000,277300000,8500000.0,25500000,-21900000
ABR,2019-12-31,402092000,50549000,351543000,212589000,122102000.0,189503000,0,170274000.0,15036000,128628000
ABR,2018-12-31,374010000,47505000,326505000,197495000,110470000.0,176515000,0,157782000.0,9731000,115866000
ABR,2017-12-31,272880000,41220000,231660000,150345000,98799000.0,122535000,0,110868000.0,13359000,73389000
ABR,2016-12-31,171434000,31088000,140346000,122492000,51247000.0,48942000,0,63306000.0,825000,50350000
CTHR,2019-06-30,32244109,16959167,15284942,29585552,12624316.0,2658557,2658557,2274024.0,-1443,2275467
